,tweet_id,in_reply_to_status_id,in_reply_to_user_id,timestamp,source,text,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,yes_Or_no
7719,675706639471788032,0,0,2015-12-12 15:59:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Sizzlin Menorah spaniel from Brooklyn named Wylie. Lovable eyes. Chiller as hell. 10/10 and I'm out.. poof https://t.co/7E0AiJXPmI,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675706639471788032/photo/1,10,10,None,puppo,0
7720,675534494439489536,0,0,2015-12-12 04:35:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Seriously guys?! Only send in dogs. I only rate dogs. This is a baby black bear... 11/10 https://t.co/H7kpabTfLj,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675534494439489536/photo/1,11,10,None,puppo,0
7723,675517828909424640,0,0,2015-12-12 03:29:35+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 stay woke https://t.co/XDiQw4Akiw,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675517828909424640/photo/1,12,10,None,puppo,0
7726,675489971617296384,0,0,2015-12-12 01:38:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT until we find this dog. Clearly a cool dog (front leg relaxed out window). Looks to be a superb driver. 10/10 https://t.co/MnTrKaQ8Wn,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675489971617296384/photo/1,10,10,None,puppo,0
7728,675432746517426176,0,0,2015-12-11 21:51:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Happy Friday. Here's some golden puppers. 12/10 for all https://t.co/wNkqAED6lG,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/675432746517426176/photo/1,https://twitter.com/dog_rates/status/675432746517426176/photo/1,https://twitter.com/dog_rates/status/675432746517426176/photo/1",12,10,None,puppo,0
7729,675372240448454658,0,0,2015-12-11 17:51:04+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The tail alone is 13/10. Great dog, better owner https://t.co/IyAXinfyju",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675372240448454658/photo/1,13,10,None,puppo,0
7731,675354435921575936,0,0,2015-12-11 16:40:19+00:00,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Everyone needs to watch this. 13/10 https://t.co/Bb3xnpsWBC,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675354435921575936/video/1,13,10,None,puppo,0
7732,675349384339542016,674999807681908736,4196983835,2015-12-11 16:20:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yea I lied. Here's more. All 13/10 https://t.co/ZQZf2U4xCP,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1,https://twitter.com/dog_rates/status/675349384339542016/photo/1",13,10,None,puppo,0
7733,675334060156301312,0,0,2015-12-11 15:19:21+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Good morning here's a grass pupper. 12/10 https://t.co/2d68FmWGGs,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/675334060156301312/photo/1,https://twitter.com/dog_rates/status/675334060156301312/photo/1",12,10,None,puppo,0
7736,675149409102012420,0,0,2015-12-11 03:05:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",holy shit 12/10 https://t.co/p6O8X93bTQ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675149409102012420/photo/1,12,10,None,puppo,0
7737,675147105808306176,0,0,2015-12-11 02:56:28+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you're presenting a group project and the 4th guy tells the teacher that he did all the work. 10/10 https://t.co/f50mbB4UWS,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675147105808306176/photo/1,10,10,None,puppo,0
7739,675145476954566656,0,0,2015-12-11 02:49:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What an honor. 3 dogs here. Blond one is clearly a gymnast. Other two just confused. Very nifty pups. 9/10 for all https://t.co/YDgstgIDGs,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675145476954566656/photo/1,9,10,None,puppo,0
7743,675109292475830276,0,0,2015-12-11 00:26:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",C'mon guys. We've been over this. We only rate dogs. This is a cow. Please only submit dogs. Thank you...... 9/10 https://t.co/WjcELNEqN2,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675109292475830276/photo/1,9,10,None,puppo,0
7744,675047298674663426,0,0,2015-12-10 20:19:52+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a fluffy albino Bacardi Columbia mix. Excellent at the tweets. 11/10 would hug gently https://t.co/diboDRUuEI,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/675047298674663426/photo/1,11,10,None,puppo,0
7748,674999807681908736,674793399141146624,4196983835,2015-12-10 17:11:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Ok last one of these. I may try to make some myself. Anyway here ya go. 13/10 https://t.co/i9CDd1oEu8,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674999807681908736/photo/1,13,10,None,puppo,0
7749,674805413498527744,0,0,2015-12-10 04:18:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","When your entire life is crumbling before you and you're trying really hard to hold your shit together.
10/10 https://t.co/vqFkgYPCW8",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674805413498527744/video/1,10,10,None,puppo,0
7751,674793399141146624,671729906628341760,4196983835,2015-12-10 03:30:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have found another. 13/10 https://t.co/HwroPYv8pY,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674793399141146624/photo/1,13,10,None,puppo,0
7752,674790488185167872,0,0,2015-12-10 03:19:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ER... MER... GERD 13/10 https://t.co/L1puJISV1a,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674790488185167872/photo/1,13,10,None,puppo,0
7757,674764817387900928,0,0,2015-12-10 01:37:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These two pups are masters of camouflage. Very dedicated to the craft. Both must've spent decades practicing. 10/10s https://t.co/RBiQ8hPqwr,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/674764817387900928/photo/1,https://twitter.com/dog_rates/status/674764817387900928/photo/1",10,10,None,puppo,0
7759,674752233200820224,0,0,2015-12-10 00:47:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Everyone please just appreciate how perfect these two photos are. 12/10 for both https://t.co/rLf7asnHxO,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/674752233200820224/photo/1,https://twitter.com/dog_rates/status/674752233200820224/photo/1",12,10,None,puppo,0
7761,674739953134403584,0,0,2015-12-09 23:58:35+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""🎶 DO YOU BELIEVE IN LIFE AFTER LOVE 🎶""
11/10 https://t.co/URNs5zFskc",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674739953134403584/photo/1,11,10,None,puppo,0
7766,674646392044941312,0,0,2015-12-09 17:46:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Two gorgeous dogs here. Little waddling dog is a rebel. Refuses to look at camera. Must be a preteen. 5/10 &amp; 8/10 https://t.co/YPfw7oahbD,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674646392044941312/photo/1,5,10,None,puppo,0
7767,674644256330530816,0,0,2015-12-09 17:38:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you see sophomores in high school driving. 11/10 https://t.co/m6aC8d1Kzp,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674644256330530816/photo/1,11,10,None,puppo,0
7768,674638615994089473,0,0,2015-12-09 17:15:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper is fed up with being tickled. 12/10 I'm currently working on an elaborate heist to steal this dog https://t.co/F33n1hy3LL,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674638615994089473/photo/1,12,10,None,puppo,0
7771,674447403907457024,0,0,2015-12-09 04:36:06+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pupper just wants a belly rub. This pupper has nothing to do w the tree being sideways now. 10/10 good pupper https://t.co/AyJ7Ohk71f,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674447403907457024/photo/1,10,10,None,puppo,0
7780,674271431610523648,0,0,2015-12-08 16:56:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""AT DAWN, WE RIDE""
10/10 for both dogs https://t.co/3aXX6wH6it",0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674271431610523648/photo/1,10,10,None,puppo,0
7785,674082852460433408,0,0,2015-12-08 04:27:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Sagitariot Baklava mix. Loves her new hat. 11/10 radiant pup https://t.co/Bko5kFJYUU,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674082852460433408/photo/1,11,10,None,puppo,0
7791,674042553264685056,0,0,2015-12-08 01:47:22+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yea I can't handle the cuteness anymore. Curls for days. 12/10 for all https://t.co/sAI6gCGZYX,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674042553264685056/photo/1,12,10,None,puppo,0
7794,674024893172875264,0,0,2015-12-08 00:37:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you realize it doesn't matter how hard you study. You're still going to fail. 10/10 https://t.co/qzYXbyv0SJ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/674024893172875264/photo/1,10,10,None,puppo,0
7800,673906403526995968,0,0,2015-12-07 16:46:21+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys I'm getting real tired of this. We only rate dogs. Please don't send in other things like this Bulbasaur. 3/10 https://t.co/t5rQHl6W8M,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/673906403526995968/photo/1,3,10,None,puppo,0
7801,673887867907739649,0,0,2015-12-07 15:32:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you're having a great time sleeping and your mom comes in and turns on the lights. 10/10 https://t.co/6qYd6BNSPd,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/673887867907739649/photo/1,https://twitter.com/dog_rates/status/673887867907739649/photo/1",10,10,None,puppo,0
7803,673711475735838725,0,0,2015-12-07 03:51:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",🎶 HELLO FROM THE OTHER SIIIIIIIIDE 🎶 10/10 https://t.co/MTOOksRzvH,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/673711475735838725/photo/1,10,10,None,puppo,0
7804,673709992831262724,0,0,2015-12-07 03:45:53+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I know a lot of you are studying for finals. Good luck! Here's this. It should help somehow. 12/10 https://t.co/s2ktuPQd79,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/673709992831262724/photo/1,12,10,None,puppo,0
7810,673689733134946305,0,0,2015-12-07 02:25:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you're having a blast and remember tomorrow's Monday. 11/10 https://t.co/YPsJasNVGe,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/673689733134946305/photo/1,https://twitter.com/dog_rates/status/673689733134946305/photo/1",11,10,None,puppo,0
7816,673636718965334016,0,0,2015-12-06 22:54:44+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Lofted Aphrodisiac Terrier named Kip. Big fan of bed n breakfasts. Fits perfectly. 10/10 would pet firmly https://t.co/gKlLpNzIl3,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/673636718965334016/photo/1,10,10,None,puppo,0
7819,673580926094458881,0,0,2015-12-06 19:13:01+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you ask your professor about extra credit on the last day of class. 8/10 https://t.co/H6rqZyE4NP,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/673580926094458881/photo/1,8,10,None,puppo,0
7824,673352124999274496,0,0,2015-12-06 04:03:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*lets out a tiny screech and then goes into complete cardiac arrest* 12/10 https://t.co/az5PLGzVNJ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/673352124999274496/photo/1,12,10,None,puppo,0
7827,673343217010679808,0,0,2015-12-06 03:28:27+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IT'S SO SMALL ERMERGERF 11/10 https://t.co/dNUbKOSiWW,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/673343217010679808/photo/1,11,10,None,puppo,0
7830,673317986296586240,0,0,2015-12-06 01:48:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Take a moment and appreciate how these two dogs fell asleep. Simply magnificent. 10/10 for both https://t.co/juX48bWpng,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/673317986296586240/photo/1,https://twitter.com/dog_rates/status/673317986296586240/photo/1",10,10,None,puppo,0
7833,673240798075449344,0,0,2015-12-05 20:41:29+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Magical floating dog here. Very calm. Always hangs by the pond. Rather moist. Good listener. 6/10 personally I'd pet https://t.co/1euKoOvy49,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/673240798075449344/photo/1,6,10,None,puppo,0
7840,672980819271634944,0,0,2015-12-05 03:28:25+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Extraordinary dog here. Looks large. Just a head. No body. Rather intrusive. 5/10 would still pet https://t.co/ufHWUFA9Pu,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/672980819271634944/photo/1,5,10,None,puppo,0
7852,672622327801233409,0,0,2015-12-04 03:43:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This lil pupper is sad because we haven't found Kony yet. RT to spread awareness. 12/10 would pet firmly https://t.co/Cv7dRdcMvQ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/672622327801233409/photo/1,12,10,None,puppo,0
7855,672604026190569472,0,0,2015-12-04 02:31:10+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a baby Rand Paul. Curls for days. 11/10 would cuddle the hell out of https://t.co/xHXNaPAYRe,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/672604026190569472/photo/1,11,10,None,puppo,0
7860,672523490734551040,0,0,2015-12-03 21:11:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When she says she'll be ready in a minute but you've been waiting in the car for almost an hour. 10/10 https://t.co/EH0N3dFKUi,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/672523490734551040/photo/1,10,10,None,puppo,0
7867,672267570918129665,0,0,2015-12-03 04:14:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you accidentally open up the front facing camera. 10/10 https://t.co/jDXxZARQIZ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/672267570918129665/photo/1,10,10,None,puppo,0
7871,672248013293752320,0,0,2015-12-03 02:56:30+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",10/10 for dog. 7/10 for cat. 12/10 for human. Much skill. Would pet all https://t.co/uhx5gfpx5k,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/672248013293752320/photo/1,10,10,None,puppo,0
7879,672139350159835138,0,0,2015-12-02 19:44:43+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This pup has a heart on its ass and that is downright legendary. 12/10 https://t.co/0OI927mmNJ,0,0,2099-12-31 00:00:00+00:00,https://twitter.com/dog_rates/status/672139350159835138/photo/1,12,10,None,puppo,0
7892,671768281401958400,0,0,2015-12-01 19:10:13+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When you try to recreate the scene from Lady &amp; The Tramp but then remember you don't have a significant other. 10/10 https://t.co/TASnD8Q08S,0,0,2099-12-31 00:00:00+00:00,"https://twitter.com/dog_rates/status/671768281401958400/photo/1,https://twitter.com/dog_rates/status/671768281401958400/photo/1",10,10,None,puppo,0
